,prediction
0,5.515600000000005
1,6.758899999999998
2,5.714999999999993
3,23.3035
4,6.743700000000003
5,100.256
6,7.862900000000009
7,5.694399999999996
8,36.6223
9,9.764000000000012
10,3.8686000000000043
11,27.172299999999996
12,3.1669
13,9.747900000000008
14,4.2946000000000035
15,7.680599999999994
16,3.784599999999994
17,44.75460000000001
18,6.731599999999998
19,9.097200000000011
20,5.4205
21,15.175999999999998
22,6.160299999999996
23,2.4819000000000018
24,41.64149999999999
25,7.1731
26,7.346500000000009
27,9.6626
28,14.6076
29,3.9868999999999954
30,7.304100000000001
31,6.905900000000002
32,9.5684
33,6.983199999999999
34,37.067
35,7.5521
36,4.462700000000003
37,8.169499999999998
38,4.1298999999999975
39,11.7957
40,4.022699999999997
41,9.726099999999992
42,4.4174
43,0.9829999999999984
44,5.434100000000002
45,9.336100000000009
46,9.3651
47,7.9976
48,4.2835
49,2.6043000000000007
50,3.076399999999996
51,36.963499999999996
52,2.4793000000000003
53,5.4198
54,30.0651
55,10.589999999999996
56,2.5913999999999993
57,3.9514999999999953
58,2.6790999999999996
59,3.6038999999999977
60,5.959200000000002
61,2.811099999999999
62,6.4506000000000006
63,5.7279999999999935
64,10.03660000000001
65,3.4835000000000043
66,2.3754934000000008
67,6.519500000000006
68,9.244599999999998
69,6.852599999999992
70,6.258100000000001
71,8.998199999999999
72,3.2799999999999994
73,2.445000000000004
74,1.3662999999999987
75,5.124899999999999
76,8.200899999999992
77,7.085699999999999
78,5.877099999999998
79,4.486999999999995
80,5.779399999999998
81,7.64520000000001
82,7.6474
83,3.902599999999997
84,19.369999999999997
85,4.714500000000005
86,17.1705
87,10.005600000000001
88,3.8587999999999947
89,10.971499999999999
90,9.400899999999986
91,5.443599999999996
92,4.0729000000000015
93,2.8568999999999978
94,2.1357000000000013
95,5.163400000000005
96,3.2140999999999993
97,4.790299999999995
98,9.035799999999993
99,4.6587999999999985
100,15.725400000000002
101,4.498600000000005
102,4.752
103,3.0517999999999996
104,7.0697999999999945
105,17.539800000000003
106,7.41480000000001
107,4.293500000000003
108,3.7607000000000053
109,7.71310000000001
110,2.409499999999997
111,5.5707
112,11.0263
113,7.293000000000003
114,5.1658999999999935
115,17.9337
116,7.244100000000006
117,3.312700000000003
118,10.144300000000001
119,7.358099999999999
120,11.0888
121,4.0568999999999935
122,2.7860000000000014
123,11.799699999999998
124,6.466700000000007
125,6.002500000000003
126,5.822999999999999
127,5.867000000000003
128,2.148699999999998
129,9.265100000000004
130,5.7082999999999915
131,2.0793999999999984
132,5.909599999999994
133,2.807600000000001
134,7.095000000000007
135,18.8746
136,2.5551999999999975
137,4.142200000000003
138,2.0738000000000008
139,11.039100000000014
140,16.032500000000017
141,6.0119999999999925
142,9.6916
143,5.893
144,7.458899999999999
145,1.4805000000000024
146,0.9423208999999989
147,5.047600000000001
148,2.3516999999999983
149,7.743699999999999
150,1.1773000000000011
151,20.01299999999998
152,4.574600000000007
153,11.753100000000012
154,1.6420999999999994
155,10.056000000000001
156,7.05330000000001
157,8.279499999999988
158,12.444800000000008
159,7.949299999999997
160,6.77460000000001
161,5.3094
162,17.69320000000002
163,2.302199999999998
164,5.5915
165,28.8735
166,4.994699999999996
167,3.8782999999999954
168,15.836499999999987
169,13.620000000000012
170,5.1983
171,3.399300000000001
172,10.05
173,18.768600000000003
174,4.320299999999994
175,6.169299999999995
176,1.9819000000000002
177,2.6803999999999997
178,3.9851999999999976
179,2.6409000000000034
180,8.976900000000006
181,2.242899999999998
182,6.244999999999992
183,8.516799999999991
184,4.176200000000003
185,0.6398988000000001
186,6.288699999999992
187,6.612399999999995
188,7.688600000000007
189,6.591699999999992
190,4.903000000000005
191,6.864599999999992
192,6.3373000000000035
193,9.325200000000017
194,6.113999999999995
195,6.510100000000002
196,8.91859999999999
197,3.707999999999998
198,17.8621
199,14.023700000000009
200,10.503899999999987
201,5.673400000000006
202,12.762699999999985
203,4.784100000000001
204,31.767
205,4.8075
206,4.053900000000004
207,5.839000000000004
208,4.816800000000006
209,2.488200000000001
210,6.834600000000008
211,4.088000000000003
212,4.3794
213,2.8746999999999967
214,1.7024000000000001
215,3.505300000000005
216,4.069399999999992
217,2.6674999999999978
218,15.491199999999994
219,3.6090999999999958
220,6.6942
221,8.56300000000001
222,8.4462
223,7.033600000000004
224,11.360299999999997
225,2.5215999999999976
226,5.153899999999997
227,23.59799999999999
228,5.092300000000006
229,2.1586999999999996
230,4.8104
231,5.945300000000006
232,2.7173000000000034
233,9.11240000000001
234,6.828300000000001
235,2.724199999999998
236,4.753499999999994
237,4.402799999999997
238,7.3978
239,7.761000000000006
240,9.7936
241,2.936300000000001
242,3.318800000000002
243,44.185
244,4.095499999999995
245,2.5738999999999974
246,3.9494999999999942
247,15.900900000000002
248,2.1508999999999974
249,6.3748000000000005
250,62.23350000000001
251,1.9744999999999988
252,5.398000000000003
253,7.7332
254,4.977999999999994
255,11.1318
256,6.381000000000001
257,14.103700000000002
258,6.0802
259,3.7494
260,4.509899999999993
261,17.17149999999998
262,3.513099999999997
263,3.188499999999997
264,6.300700000000001
265,2.741699999999999
266,4.568500000000001
267,11.130599999999998
268,4.414899999999998
269,5.5375999999999985
270,5.581699999999995
271,15.793100000000006
272,3.0155999999999947
273,4.842499999999996
274,9.19579999999999
275,4.947299999999991
276,4.923899999999993
277,4.405299999999999
278,3.367900000000002
279,3.120200000000003
280,11.026599999999998
281,18.607400000000002
282,6.999499999999999
283,5.313300000000002
284,2.8381293000000016
285,4.734700000000003
286,11.195900000000002
287,6.271799999999988
288,6.017400000000006
289,9.826299999999998
290,17.607000000000006
291,12.474400000000001
292,7.696600000000001
293,2.9723000000000024
294,6.8535999999999975
295,4.085900000000003
296,4.733300000000002
297,3.681699999999996
298,2.327000000000002
299,47.71799999999999
300,2.134599999999997
301,4.685700000000001
302,5.2875
303,2.880099999999999
304,3.676600000000001
305,6.713799999999992
306,35.8724
307,6.023700000000002
308,3.7409999999999997
309,6.0534
310,4.688500000000002
311,8.6962
312,4.7425999999999995
313,7.476599999999999
314,2.2181999999999977
315,10.423699999999997
316,7.758100000000002
317,2.431299999999999
318,5.734700000000001
319,10.694400000000003
320,1.9149292999999978
321,6.403900000000001
322,19.326800000000024
323,3.621900000000001
324,7.342000000000004
325,4.714700000000001
326,4.379899999999999
327,5.3248
328,2.576800000000002
329,7.904400000000007
330,3.6863999999999972
331,5.064200000000002
332,0.5815000000000007
333,15.7633
334,4.0499000000000045
335,5.173800000000005
336,11.806
337,3.2498
338,5.333000000000003
339,4.577700000000005
340,8.6627
341,8.645499999999998
342,15.360500000000002
343,5.378100000000002
344,7.684699999999999
345,5.353900000000006
346,3.9331000000000036
347,3.1047999999999996
348,3.6384000000000007
349,33.1539
350,2.130526999999998
351,3.4417999999999984
352,2.2438000000000025
353,60.352999999999994
354,5.377000000000001
355,3.2324000000000046
356,23.758300000000006
357,2.182499999999998
358,28.654900000000026
359,4.1539000000000055
360,8.220599999999992
361,4.168199999999996
362,5.188500000000008
363,4.868899999999994
364,4.891199999999994
365,10.8731
366,2.5585000000000035
367,3.9003999999999994
368,7.0908999999999995
369,6.274100000000012
370,7.334599999999999
371,10.010899999999989
372,5.796500000000001
373,5.288999999999999
374,4.247399999999996
375,15.298899999999998
376,5.185300000000003
377,4.009799999999994
378,5.1551
379,14.680300000000004
380,6.063499999999998
381,7.82609999999999
382,7.855399999999988
383,12.385100000000001
384,17.8685
385,4.705299999999997
386,2.372200000000002
387,9.9738
388,28.819500000000012
389,22.553800000000003
390,7.424900000000008
391,5.6494000000000035
392,6.650199999999999
393,3.9034000000000066
394,6.8590000000000035
395,3.3812
396,14.6152
397,19.33940000000001
398,3.8742999999999936
399,6.2304999999999975
400,28.310699999999997
401,14.318400000000002
402,4.040300000000003
403,5.517500000000009
404,13.204200000000004
405,4.695600000000006
406,1.9681000000000004
407,3.5551999999999992
408,3.778199999999996
409,5.5357
410,6.996900000000002
411,2.6473000000000035
412,9.958100000000004
413,4.316300000000007
414,5.240400000000003
415,7.3625
416,3.4193999999999978
417,6.895099999999998
418,2.072700000000003
419,1.9008
420,13.6608
421,12.047800000000002
422,2.520700000000002
423,3.1260999999999965
424,2.6789999999999967
425,1.5341000000000014
426,2.800299999999997
427,8.5808
428,29.015
429,3.1897999999999995
430,17.542500000000004
431,13.310200000000002
432,9.907999999999985
433,1.184099999999999
434,17.437199999999997
435,9.170900000000001
436,3.7948000000000035
437,5.8728
438,7.7311000000000085
439,2.7626000000000004
440,5.987400000000001
441,7.581699999999999
442,4.062199999999997
443,8.492700000000015
444,43.591499999999996
445,5.047999999999997
446,23.340100000000003
447,5.9395000000000024
448,3.299399999999998
449,10.956099999999998
450,6.553
451,14.700700000000001
452,3.2075000000000005
453,3.0345999999999997
454,16.818500000000018
455,10.013299999999996
456,9.621400000000001
457,16.535600000000013
458,2.440500000000002
459,3.7761999999999953
460,4.850200000000006
461,4.2475999999999985
462,6.008899999999999
463,3.8354000000000044
464,7.768399999999999
465,4.135
466,8.476800000000015
467,4.044699999999997
468,41.71009999999999
469,4.951199999999995
470,5.681799999999998
471,3.83
472,18.865200000000005
473,4.6044999999999945
474,3.2939999999999987
475,4.031300000000004
476,5.490300000000006
477,4.337599999999996
478,2.0317000000000025
479,5.749500000000003
480,6.545
481,2.3739999999999997
482,4.151699999999994
483,8.348299999999995
484,23.503
485,6.737400000000003
486,5.284699999999997
487,2.1632999999999973
488,12.58099999999999
489,6.330199999999999
490,1.185109
491,5.370199999999999
492,3.8413000000000004
493,4.3282
494,3.5640000000000036
495,11.040800000000011
496,4.3660000000000005
497,34.398999999999944
498,8.247
499,1.9978999999999985
500,25.5284
501,31.6488
502,1.0039963999999992
503,9.48040000000001
504,6.8720000000000026
505,10.546399999999998
506,4.417800000000002
507,19.3531
508,17.103400000000004
509,17.386900000000004
510,3.538899999999997
511,4.092500000000002
512,15.985799999999998
513,5.0536
514,4.3659000000000034
515,4.745400000000004
516,4.5176
517,11.3628
518,11.82030000000001
519,33.522
520,5.297599999999994
521,4.180199999999997
522,6.078600000000008
523,7.770399999999999
524,2.928000000000003
525,11.9197
526,20.0619
527,12.77539999999999
528,6.0311
529,3.763500000000006
530,5.349499999999995
531,2.8753999999999995
532,7.312600000000007
533,5.350900000000005
534,5.404600000000007
535,9.1728
536,3.7953000000000063
537,4.5921
538,14.336400000000017
539,7.3740000000000006
540,6.572200000000002
541,4.626999999999996
542,26.031899999999997
543,72.24249999999999
544,6.282000000000007
545,4.431899999999995
546,7.124700000000002
547,2.749200000000006
548,12.433100000000017
549,5.72719999999999
550,3.1398999999999972
551,2.4700000000000024
552,4.757399999999998
553,3.384700000000001
554,2.987899999999999
555,2.604500000000002
556,5.456099999999999
557,2.9869
558,1.4753000000000005
559,8.533400000000002
560,33.7978
561,3.78
562,1.7161000000000002
563,4.011400000000002
564,13.88030000000001
565,4.125900000000001
566,4.737099999999999
567,1.4743269999999995
568,3.696999999999996
569,2.8419000000000043
570,2.9069000000000007
571,3.8073000000000046
572,3.8396999999999992
573,5.9804
574,5.578699999999992
575,14.343500000000004
576,45.5725
577,5.9028
578,15.647600000000004
579,4.295799999999997
580,18.9755
581,7.512000000000005
582,5.097400000000008
583,4.1821999999999955
584,4.011100000000001
585,4.726999999999995
586,4.957299999999999
587,5.449300000000005
588,2.852100000000003
589,6.524600000000001
590,9.849599999999999
591,5.432499999999994
592,11.413399999999998
593,6.147599999999998
594,2.8385
595,14.8979
596,7.046800000000011
597,2.0147000000000004
598,1.389299999999998
599,5.510899999999996
600,9.074699999999986
601,2.3960999999999997
602,3.687200000000002
603,3.5120000000000045
604,7.052599999999997
605,7.3455
606,2.433700000000002
607,4.462699999999993
608,2.420299999999998
609,2.543999999999996
610,8.060499999999996
611,45.41670000000003
612,1.0249988
613,3.471499999999996
614,5.3696
615,8.2604
616,2.6394
617,4.430599999999997
618,4.885300000000005
619,4.541999999999998
620,6.938999999999998
621,4.371100000000005
622,11.653599999999994
623,2.8371999999999975
624,4.031299999999995
625,4.255700000000005
626,8.89920000000001
627,5.735600000000002
628,1.7485000000000002
629,17.9051
630,2.1517000000000017
631,4.934899999999995
632,6.716899999999999
633,3.6273000000000035
634,2.5021999999999984
635,4.1369000000000025
636,8.033400000000007
637,13.3274
638,8.19350000000001
639,4.112299999999997
640,5.635699999999993
641,19.388499999999997
642,20.596999999999998
643,2.4386999999999985
644,5.762199999999992
645,9.882699999999993
646,15.103100000000007
647,1.9902000000000013
648,3.079
649,7.335899999999998
650,25.631299999999996
651,3.6867999999999967
652,5.9029
653,2.6113999999999997
654,2.0044999999999984
655,5.822100000000001
656,1.196499999999999
657,5.519100000000002
658,8.756299999999989
659,6.988599999999991
660,10.758100000000006
661,7.063000000000009
662,3.2479999999999962
663,3.954399999999999
664,2.995000000000001
665,2.490900000000001
666,4.139799999999995
667,10.017899999999983
668,2.123999999999998
669,7.055200000000001
670,2.9666999999999963
671,4.760400000000004
672,10.32519999999999
673,3.1580999999999984
674,6.250399999999998
675,2.5849999999999995
676,5.234700000000001
677,15.5541
678,3.559100000000001
679,3.5226000000000015
680,3.2788
681,6.697500000000004
682,5.329299999999993
683,8.43039999999999
684,5.589099999999999
685,5.983899999999995
686,6.482200000000001
687,6.627300000000006
